"hey" "hei"
"sesión" "istunto"
"espiritismo" "spiritismi"
"voces" "äänet"
"alondra" "lepinkäinen"
"outve" "ulos"
"fahren" "ajaa"
"bunten" "kirjava"
"tauchseeboot" "sukellusvene"
"famos" "kuuluisa"
"bullauge" "ikkuna"
"lustiges" "hauskaa"
"segeltier" "purjevene"
"sieh" "näe"
"abituò" "tapa"
"rimani" "pysyä"
"regoli" "säännöt"
"domandato" "kysyä"
"sopravivere" "selvitä"
"gioca" "pelata"
"dossigeno" "happi"
"evitare" "välttää"
"lasciar" "jättää"
"reppa" "repata"
"ekkert" "ei mitään"
"annað" "toinen"
"steik" "paistaa"
"marinerað" "marinoitu"
"eitt" "yksi"
"grasið" "ruoho"
"græna" "vihreä"
"gengið" "kävellä"
"blóðþyrst" "verenhimoinen"
"nóg" "tarpeeksi"
"tönnum" "hampaat"
"mínum" "minun"
"smá" "pieni"
"vestiti" "vaatteet"
"piaci" "pidät"
"labito" "pukeutuminen"
"geniale" "nerokas"
"uo-uo-uo" "huhuilu"
"allinsù" "kaikenpuolinen"
"darmi" "auttaa"
"porqué" "miksi"
"tímido" "ujo"
"sentirme" "tuntea itseni"
"acaso" "ehkä"
"tengamos" "meillä on"
"suspiro" "huokaus"
"brillar" "loistaa"
"derecho" "oikeus"
"pasadas" "menneet"
"querido" "rakas"
"discusión" "keskustelu"
"quickbooks" "kirjanpito-ohjelma"
"unrecoverable" "palautumaton"
"third-party" "kolmannen osapuolen"
"ooooohhhhh" "vau"
"ooooohhhhhhh" "ihanaa"
"oooohhhhh" "upeaa"
"rido" "nauraen"
"oscure" "pimeä"
"morirà" "kuolla"
"desilusão" "pettymys"
"belo" "kaunis"
"partiste" "lähtenyt"
"quiseres" "haluat"
"esqueças" "unohdat"
"ias" "menet"
"enganei-me" "petin itseni"
"lutei" "taistelin"
"whimp" "vaikeroija"
"mariela" "Mariela"
"wicky" "Wicky"
"slicky" "liukas"
"aidens" "Aidens"
"souzer" "olen"
"nnihilate" "tuhoaa"
"ay-ay" "oi-oi"
"sentra" "sentra"
"zoloft" "Zoloft"
"covalence" "kovalenssi"
"muay" "muay"
"kini" "kini"
"a-ha-ha-ha-ha-ha-ha-ha" "a-ha-ha-ha-ha-ha-ha-ha"
"spreadem" "levitä"
"unconventionally" "epätavallisesti"
"eternities" "ikuisuudet"
"loreley" "Loreley"
"volaré" "lentää, muuttuu"
"lleves" "ota tuo"
"ruta" "reitti"
"origen" "alkuperä"
"regresaré" "palaan takaisin"
"eché" "heitin"
"morally" "moraalisesti"
"aborting" "keskeyttäminen"
"combatting" "taistelemassa"
"detoured" "kiertotie"
"inheritence" "perintö"
"introoooooooooooooooo" "introversion"
"our-" "meidän"
"gelmiyor" "ei tule"
"hissetmiyor" "ei tunne"
"vermeyecek" "ei anna"
"kalbine" "sydämeen"
"gittikçe" "yhä enemmän"
"kasvetli" "synkkä"
"escludendo" "pois lukien"
"teneva" "himmeä"
"cadevi" "putosin"
"doludu" "täynnä"
"baxanda" "katsottaessa"
"dilin" "kielesi"
"yadda" "muisto"
"non-conformer" "poikkeaja"
"crocuses" "krookukset"
"yasgurs" "yasgurit"
"billion-year-old" "miljardi vuotta vanha"
"fare-thee-wells" "hyvästit"
"matala" "matala"
"romantics" "romantikot"
"whirr" "suhina"
"romanticizing" "romantisoiminen"
"dishwasher" "astianpesukone"
"broodmares" "kanikasvit"
"hitcher" "ottaa kyytiin"
"portait" "portaat"
"bakes" "leipoa"
"sensibility" "hienotunteisuus"
"mistrusting" "epäluottamus"
"steg" "askel"
"skjutna" "ammuttu"
"glass-slott" "lasilinna"
"aprilskyar" "huhtikuun taivaat"
"fjädergrottor" "höyhenluolat"
"överallt" "kaikkialla"
"sett" "asetettu"
"moln" "pilvet"
"skymmer" "peittää tai hämärtää"
"awnings" "markiisit"
"hard-time" "vaikea-aikainen/tuskastuttava"
"affectations" "teeskentely"
"potted" "havaittu"
"capsulized" "kapseloitu"
"a-racin" "kilpa-ajo"
"kindling" "sytykkeitä"
"chourus" "kuoro"
"ions" "ioni"
"nurseries" "päiväkodit"
"ulcerated" "haavainen"
"varnished" "lakattu"
"tapestries" "verhot"
"columbines" "kolumbiinit"
"alones" "yksinäinen"
"gins" "ginit"
"chapels" "kappelit"
"white-assed" "valkoinen takaloppu"
"sungold" "kultalintu"
"stimulation-nothing" "stimulaation-ei mitään"
"perversity" "nurinkurisuus"
"white-washed" "valkopesu"
"fidgeting" "häslääminen"
"sequences" "sarjat"
"blue-haired" "sinisävyinen"
"blonds" "blondit"
"paper-minded" "paperilla-ajatteleva"
"taffeta" "tafti"
"slickers" "sadetakit"
"suppers" "illalliset"
"debase" "alentaa/häpäistä"
"windless" "tuuleton"
"rhapsodies" "riemun ja ihastuksen aalto"
"over-ices" "jäädyttää liikaa"
"splices" "liittää yhteen"
"loved-together" "rakastettuina yhdessä"
"floodlit" "tulvavaloin valaistu"
"input-output-electricity" "tulon- ja menonenergia"
"tantalized" "kiduttaa"
"altitude--" "korkeus--"
"flesh--" "liha--"
"chrome-plate" "kromattu teräslevy"
"half-past-noon" "puoli yhden jälkeen"
"sisotowbell" "Sisotowbell"
"pickling" "suolaaminen/pakastaminen"
"curdled" "juoksettunut"
"chastening" "kurittava"
"elysees" "Elysées"
"drummed" "rummuttanut"
"galvanized" "galvanoitu"
"gardenia" "gardenia"
"people--" "ihmiset--"
"tasseled" "tupsullinen"
"mcgees" "McGeen"
"beaded" "helmin koristeltu"
"smashed--on" "särjetty--päälle"
"gaze--vigilant" "tarkkailla--valppaana"
"waxes--" "vahatpuu--"
"sputter" "sähähdellä"
"unfurling" "avautuminen"
"di-di-di-di-di-di-di-di" ""
"di-di-di" "rytmitystä"
"la-lala-la-lala-la-la-la-la" "harmonia, sävellys"
"la-la-la-di-da-da" "hauskuus, huvittavuus"
"di-da-la-la-ah-la-da" "seikkailu, retki"
"di-da-la-la-ah" "intohimo, jännitys"
"condors" "petolinnut, korppikotkat"
"self-consciousness" "itsetietoisuus, arkuus"
"backfiring" "takaisinisku, epäonnistuminen"
"bestilt" "tilata, pyytää"
"synger" "laulaa, hyräillä"
"glanspapir" "kiiltopaperi, kimaltava paperi"
"ønsker" "haluta, toivoa"
"skyve" "työntää, siirtää"
"snøen" "lumi, lumisade"
"grønt" "vihreä, raikas"
"tjente" "ansaita, tienata"
"haug" "nieriä, kala"
"penger" "raha, käteinen"
"kjøpt" "ostaa, hankkia"
"svevet" "leijua, liidellä"
"skyver" "työntää, pushata"
"skøyter" "luistimet, jääkiekko"
"grein" "oksa, haara"
"prøvde" "yrittää, kokeilla"
"liker" "pitää, tykätä"
"get--frostbite" "saada paleltuma, kylmän purema"
"pimp--laughing" "nauravat, huijaavat"
"home--it" "koti, kotiin"
"night--" "yö, yöaika"
"hootchie" "liikkuva"
"kootchie" "kokoelma"
"eenie-meenie-miney" "pieni ja arvaamaton"
"miney-moe" "arvaamattomuus"
"heartsy" "sydämellinen"
"paris-like" "pariisimainen"
"lover-boys" "rakastajapoikia"
"teethmarks" "hampaanjäljet"
"ecosystems" "ekosysteemit"
"star-war-bars" "avaruussotapubit"
"huck" "myydä"
"shucksters" "myyjä"
"booby-prize" "lohdutuspalkinto"
"million-year-old" "miljoonavuotias"
"mass-murder" "joukkotappo"
"songbirds" "laululinnut"
"pigeon-hole" "lokero"
"natured" "luonteinen"
"wing-ding" "virhe"
"rattlers" "kalkkunat"
"good-natured" "hyväluonteinen"
"straight-ahead" "suoraan eteenpäin"
"cowtow" "kumartaa"
"fulfilling--and" "täyttävä ja"
"ooh--glamour--before" "lumous ennen"
"true--isnt" "totta, ei ole"
"question--i" "kysymys, minä"
"know--who" "tietää, kuka"
"now--just" "nyt vain"
"it--pick" "valita sen"
"head-she" "pää-hän"
"head-tonight" "pää-tänä-iltana"
"lacelike" "pitsimäinen"
"evasiveness" "välttely"
"legs-long" "pitkäsäärinen"
"armload" "käsien-voimalla-kannettava"
"boopa" "boopalta-kuulostava"
"dooboop" "dooboop-nimeltä/isosta"
"bluing" "sinisen-sävyn-maalisävy"
"siquomb" "siquomb-nimeltä/epäröivä"
"syne" "muisto"
"doo-doo-doo-ooh" "tu-tu-tu-tuuh!"
"devild" "paholaisen-tarjoama"
"yule" "jouluna-aika"
"wisemen" "viisaat-miehet"
"waterskiers" "vesihiihtäjät"
"pagaentry" "pramea-esitys"
"poormans" "köyhän-miehen"
"deckhands" "kanneläiset"
"flurrying" "pyrähtävä/tihkusade"
"passers-by" "ohikulkijat"
"oirl" "oirl-nimeltä/mysteerinen"
"jackoffs" "häpeilemättömät-tyypit"
"interuptions" "keskeytykset"
"musée" "museo"
"fermier" "maanviljelijä"
"oiseaux" "linnut"
"piquées" "ärsytetty"
"claquer" "paukahtaa"
"ptite" "pieni"
"hot-wire" "kuumalanka"
"lights-" "valot"
"avenue-" "katu"
"a-scoring" "merkittävä"
"mariannes" "karamelli"
"joanie" "nuoruudenystävä"
"misers" "kitsas"
"weihnachtszeit" "jouluaika"
"acelera" "kiihdyttää"
"gustando" "maistella"
"pidiendo" "pyytää"
"tomarlo" "ottaa se"
"destreza" "taitavuus"
"malicia" "juonikkuus"
"delicadeza" "hienostuneisuus"
"belleza" "kauneus"
"rompecabezas" "palapeli"
"montarlo" "koota se"
"pieza" "osa"
"ho-ho-ho-holy" "pyhä"
"selener" "Selen<u>a</u>"
"the-the-the" "he-he-he"
"oooooooooooh" "ooooooooi"
"masseuses" "hierojat"
"archin" "Ar<u>chi</u>n"
"tjay" "Teej<u>ay</u>"
"so-oh-oh" "niin"
"-ever-ever-ever-ever" "-ikin"
"ne-never" "ei koskaan"
"flat-earthers" "litteen maan kannattajat"
"macro" "makro-"
"focusin" "keskittämässä"
"will-a" "aikoo"
"y-y-y-yes" "j-j-joo"
"batterram" "särkemismurskain"
"knockin-knockin" "koputtamassa"
"comin-comin" "tulossa"
"dopa" "dopamiini"
"pop-pops" "poppari"
"ferarris" "Ferrarit"
"georgi" "Georg<u>i</u>"
"ahead-y" "edelläkävijä"
"little-bitty" "pikkuruinen"
"done-y" "valmis"
"rock-bottom" "pohjakosketus"
"double-parked" "kaksoisjäätyminen"
"ducatti" "mekaniikka"
"inedible" "syötäväksikelpaa"
"krook3d" "krook3d"
"fasteing" "kiinnittäminen"
"mauritius" "Mauritiuksen"
"honeydew" "hunajameloni"
"legalization" "laillistaminen"
"rightin" "oikealla"
"mamí" "äitee"
"view-iew-iew" "näkymän"
"do-ooh" "tehdä"
"you-ooh-ooh-ooh" "sinua"
"you-ou-ou-ou" "sinua"
"you-ou-ou-ou-ou-ou-ou-ou" "sinua"
"oh-oh-woah-ooh-woah-oh-oh" "oh-oh-voi-voi"
"oh-woah-oh-oh-oh-oh-oh" "oh-voi-oi-oi"
"a-actin" "toiminta"
"d-d-damn" "saakeli"
"put-put-put" "laittaa"
"p-p" "P-p"
"galaga" "Galaga"
"basketballs" "koripallo"
"dicey" "uhkapelejä"
"co-crucified" "ristiinnaulittu"
"rebranded" "uudelleenbrändätty"
"barfi" "intialainen makeinen"
"diyan" "divaani"
"lagdi" "vaikuttaa"
"jem" "jalokivi"
"xenia" "vierasystävällinen"
"jepsen" "japanilais-kanadalainen laulaja"
"derulo" "amerikkalainen laulaja"
"cauet" "ranskalainen viihdetoimittaja"
"bublé" "kanadalainen laulaja"
"jiff" "isotuulenkuoja"
"todrick" "yhdysvaltalainen laulaja-esiintyjä"
"rory" "skottilainen naisen nimi"
"marnie" "englantilainen naisen nimi"
"jaxon" "amerikkalainen pojan nimi"
"florido" "filippiiniläinen naisen nimi"
"ooh-ho" "huudahdus"
"chik-fil-a" "amerikkalainen pikaruokaketju"
"epidemyk" "epidemia"
"decalp" "yritysten yhteistyöllä luoma ohjelmisto"
"i-i-i-" "äännähdyssarja"
"hesney" "amerikkalainen pojan nimi"
"ab-ab-absolutely" "ehdottomasti"
"-make" "tehdä"
"pro-offer" "ammattilaistarjous"
"another-" "toinen"
"feelings-" "tunteet"
"paparrazi" "paparazzikuvaaja"
"break-" "tauko"
"calp" "suunnitelma"
"yaba-diba-diba-da-da" "nonsenssitermi"
"trybie" "tila, tapa"
"przelicz" "laskea"
"gry" "peli"
"socjalnych" "sosiaalinen"
"boiska" "kenttä"
"blokiem" "lohko"
"robi" "tehdä"
"konfliktowy" "konfliktiorientoitunut"
"najtrwalsze" "kestävä"
"wspomnienie" "muisto"
"zniknie" "kadota"
"wizji" "visio"
"teleturnieje" "TV-visailuohjelmat"
"ibiszem" "juontaja"
"gunjack" "ampuja"
"emocje" "tunteet"
"prawie" "melkein"
"martwe" "kuollut"
"bezsens" "järjetön"
"nosi" "kantaa"
"ciernie" "piikit"
"krzyk" "huuto"
"wstyd" "häpeä"
"strach" "pelko"
"panicz" "apaaja"
"chowaj" "piilottaa"
"rady" "neuvoja"
"kraina" "maa"
"got-gotta" "täytyy"
"whoa-oah" "aukeaa"
"oh-uh" "oi-oi"
"laziest" "laiskin"
"khaleds" "Khaledit (nimi)"
"catchphrases" "iskulauseet"
"snapchatted" "lähettää Snapchatissa"
"childbirth" "synnytys"
"pouvait" "osasi"
"maintient" "pitää yllä"
"sombres" "synkät"
"fut" "jalkapallo"
"battait" "voitti"
"jnabandonnerai" "en luovuta"
"tendors" "tukijalka"
"réveiller" "herättää"
"nte" "väite/puheenvuoro (lyhenne)"
"speakout" "puhua julki"
"relevantly" "asiaankuuluvasti"
"24kgoldn" "24 karaatin kulta"
"musixmatch" "musiikkisanoitusten vertailusivusto"
"omer" "Omer nimiseen henkilöön liittyvä"
"slatkin" "Slatkin nimisistä joululaulupukista tulee mieleen lämmin punainen"
"olmo" "Olmo tarkoittaa latinaksi jalavaa, eli syvää keltaista"
"landis" "Landisin luolamies tulee mieleen syvä, tumma violetti"
"kbeazy" "Vahva ja rohkea pinkki"
"klingeltöne" "Klingeltonen saksankielisestä nimestä tulee mieleen tumman punainen"
"yah-yah-yeah" "Innostunut keltainen"
"vfc" "VFC voidaan kääntää esimerkiksi hienoiksi turkooseiksi"
"tinychat" "Tinychatin nimestä tulee mieleen vaalea oranssi"
"social-" "Social-alkuiset sanat voivat liittyä esimerkiksi sosiaaliseen mediaan, joten niille sopisi pirteä vaaleansininen"
"curation" "Ajanhienoin ja tyylikkäin violetti"
"sojo" "Sojo tarkoittaa japaniksi itätuulta, joten se sopisi vaaleaan ruusunpunaiseen"
"ka-shing" "Ka-shing kuulostaa energiseltä, joten sille sopisi kirkas vihreä"
"broached" "Avaava violetti"
"loath" "Tuskallinen vaaleanpunainen"
"state-subsidized" "Valtion tukema, joten sille sopisi raikas, vaaleansininen sävy"
"misclick" "Vahingossa klikkaamisen värittämä limenvihreä"
"mance" "Mance niminen henkilö voisi edustaa tummaa laventelia"
"modicum" "Määrä, joka voisi olla herkkä, vaaleanpunainen"
"adopter" "Adoptioon liittyvä, joten sille sopisi tummaamman lilan sävy"
"photo-sharing" "Kuvien jakaminen voisi olla vaalean pinkki"
"dexterity" "Taitava, joten sille sopisi kirkkaan turkoosi"
"30-year-old" "30-vuotias, jolle sopisi sävyksi pehmeä vaalean beige"
"talent-manager" "Lahjakkuuksien hallinta, joten sille sopisi tumma, elegantti purppura"
"decades-long" "Vuosikymmenien mittainen, joten sävyksi sopisi vaalea harmaa"
"selectivity" "Valikointi, joten sille sopisi tumma, salaperäinen violetti"
"most-streamed" "eniten suoratoistettu"
"914" "914"
"887" "887"
"780" "780"
"644" "644"
"630" "630"
"terribly-written" "kauheasti kirjoitettu"
"griefer" "häirikkö"
"herobrine" "Herobrine"
"elytra" "elytra"
"hon-hon-honey" "hunaja"
"nearsighted" "likinäköinen"
"1-82" "1-82"
"woooaaah" "woooaaah"
"lonley" "yksinäinen"
"freinds" "ystävät"
"orita" "orita"
"seguía" "jatkaa"
"dammnit" "hitto"
"hikachi" "hikachi"
"sheter" "suojapaikka"
"irishman" "irlantilainen"
"johb" "johb"
"maldy" "maldy"
"pri-yah" "pri-yah"
"cansó" "kyrsiä"
"janguea" "roikkua"
"bloqueó" "estää"
"cuerpito" "pikku ruumis"
"manières" "tavat"
"accorde" "myöntyy"
"voisin" "naapuri"
"alaise" "vaivaantunut"
"tombes" "hautakivet"
"augggggehhhhhhh" "kiukkuinen"
"aaaa" "yllättynyt"
"coraline" "Coraline"
"jackys" "Jacky"
"j-j-j-jitbands14" "Jitbands14"
"cigsmoker" "tupakoitsija"
"one-track-minded" "yksitahoinen"
"sh-shes" "sh-she-juttelevat"
"cide" "tappaminen"
"hallej-" "hallej-"
"pangaea" "pangaea"
"chatham" "chatham"
"zambia" "Sambia"
"anteater" "muurahaiskarhu"
"chano" "chano"
"79th" "seitsemänkymmentäysi"
"b-b-b-b-bound" "sitoa"
"walk-around-always-mad" "kävellä-ympäriaina-vihainen"
"leave-a-pretty-girl-sad" "jättää-kaunis-tyttö-surullinen"
"what-we-do-dont-tell-your-mom" "mitä-me-teemme-älä-kerro-äidillesi"
"red-cup-all-on-the-lawn" "punainen-kuppi-kaikki-pihalla"
"jeromey" "Jermoe"
"romey" "Romey"
"jeromes" "Jerome"
"poon-tang" "poon-tang"
"drug-dealing" "huumeiden-välitys"
"one-twenty-five" "satayksi-kaksikymmentä"
"tenet" "periaate"
"tc" "TC"
"elaludt" "elaludt"
"közénk" "közénk"
"badbitchalert" "badass-narttualert"
"madrichalert" "megajohdettu-alert"
"two-thousand-dollar" "kaksituhatta-dollaria"
"pregnant-ated" "raskaana-oleva"
"dice-roller" "noppapeli"
"retracin" "takaisinvedä"
"ventually" "lopulta"
"bugah" "ötökkä"
"snake-ass" "käärmeenpyllyinen"
"pink-ass" "vaaleanpunapyllistävä"
"ibn" "islamilaisen miehen nimen alkuosa"
"monop" "monopolinen"
"electra" "sähköteollisuus"
"smokescreens" "savuverho"
"crowdsource" "joukkoistaa"
"out-of-body" "erillisessä tilassa oleva"
"consoling" "lohduttava"
"wrestlers" "painijat"
"art-type" "taiteen muoto"
"butt-ass-naked" "takapuoli paljaana"
"reupholstered" "uudelleen verhoiltu"
"a-dat" "ei mitään"
"aaaaahhh" "äänekäs huudahdus"
"kids-and-the-wife" "lapset ja vaimo"
"repaint" "uudelleenmaalaus"
"precautious" "varovainen"
"fockers" "jälkipolvet"
"rebounds" "pomputukset"
"stepbrother" "velipuoli"
"extra-extra" "ylimääräinen"
"prive" "yksityisyyttä"
"bachs" "alkaisi"
"nostrand" "nenäkatu"
"prra-pa-pa-pum" "rumpusoolo"
"gaultier" "Gaultier (French fashion designer)"
"kwa-li" "Kuwaali (Indian music genre)"
"kwe-li" "Kweli (African name meaning "
"bun-b" "Bun-B (American rapper)"
"mayonnaise-colored" "majoneesin väriset"
"d-dot" "D-pilkku"
"lay-away" "osamaksu"
"xxplosive" "räjähdysherkkä"
"sped-up" "nopeutettu"
"rhy-" "rytmi"
"ty-ty" "työntekijä"
"meneilly" "mennyt"
"appre--" "arvostaa"
"post-blueprint" "jälkeinen suunnitelma"
"3h" "Three Hours (University of Chicago's radio station)"
"producer-rapper" "tuottaja-räppäri"
"right--" "oikein"
"audy" "outous"
"typewrite" "kirjoittaa koneella"
"banquette" "baarituoli"
"rav" "rav (bird)"
"computed" "laskettu"
"rockless" "kivettömät"
"bezos" "Bezos (last name)"
"opioid" "opioidi"
"pharmacys" "apteekit"
"ultrabeam" "ultravaloa"
"danroy" "Danroy (first name)"
"-type" "-tyyppi"
"piranha-sized" "piraijan kokoinen"
"eople" "ihmiset"
"ames" "nimet"
"fellatios" "fellatiot"
"snubs" "nöyryyttää"
"wrongsll" "vääristelee"
"re-pod" "uudelleenjulkaisee"
"re-sold" "uudelleenmyy"
"re-driven" "uudelleenajaa"
"hard-livin" "rankka-elävä"
"sit-ins" "istumalakko"
"yukons" "Yukonit"
"rhythmatic" "rytminainen"
"heavenll" "taivainen"
"convincin" "vakuuttaa"
"tahw" "tahw"
"hercedes" "hercedes"
"yeah-hee" "yeah-hee"
"charmses" "lumoukset"
"armless" "raajaton"
"kanyeez" "kanyeez"
"peedi" "peedi"
"basseys" "basseys"
"parasitic" "loisimainen"
"thon" "thon"
"doctorate" "tohtorin arvo"
"romes" "Roomat"
"b-b-b-bussin" "b-b-b-bussin"
"p-p-p-paranoia" "paranoidi"
"thottarati" "thottarati"
"thicker-thicker-thicker" "paksumpi-paksumpi-paksumpi"
"basel" "Basel"
"champagnes" "samppanja"
"barbershops" "parturiliike"
"zonday" "Zonday"
"flaring" "loistaa"
"a-di-dos" "a-di-dos"
"naacp" "NAACP"
"bum-tu-bum-bum-bum" "bum-tu-bum-bum-bum"
"le-le-let" "le-le-let"
"churros" "churro"
"mirro" "peili"
"aniston" "Aniston"
"en-a" "en-a"
"abi" "Abi"
"polaroidsll" "Polaroid-kamera"
"shiela" "Shiela"
"clk" "CLK"
"blow-for-blow" "joka lyönnistä"
"pieman" "pieman"
"amos" "Amos"
"arraignments" "syytetoimitus"
"them-a-murder" "heidän niin sanotusti murhata"
"sayeth" "sanoo"
"heckler-koch" "Heckler & Koch"
"bobalob" "Bobalob"
"n-nooo" "n-nooo"
"juking" "juksaa"
"alessandra" "Alessandra"
"ambrosio" "Ambrosio"
"kurylenko" "Kurylenko"
"irina" "Irina"
"shayk" "Shayk"
"doutzen" "Doutzen"
"salmon-colored" "lohenvärinen"
"yuuugh" "yäk"
"minute-rhyme" "minuuttiruno"
"seniority" "vanhuus"
"handcraft" "käsityö"
"t-g-i-f" "kiitos-jumala-on-perjantai"
"nine-milli" "yhdeksän milliä"
"eurostar" "Eurostar-juna"
"kan-man" "kanapappi"
"slow-jamming" "hitaiden tanssittaminen"
"wor-or-or-or-or-or-or-or-or-or-or-orld" "maailma (-käännös)"
"u-u-u-up" "ylös"
"a-v-entador" "Avantador"
"god-sister" "kummisisko"
"ho-ho-hoo" "ho-ho-hoo"
"klaye" "savi"
"santería" "santería-uskonnon sekoittuminen"
"soviets" "neuvostot"
"accessible" "saavutettava"
"untouchables" "koskemattomattomat"
"esperarán" "odottavat"
"crash-lands" "pakkolasku"
"tention" "jännitys"
"un-camry" "ei-Camry"
"kyuh" "vahinko"
"wee-zay" "urheilullinen"
"vis-ayy" "ennätys"
"econmy" "talous"
"h-a-l-o" "epäselvä"
"skinnier" "laihtunut"
"yoohoo" "huomio"
"mark-man" "markkinamies"
"murci" "tumma punainen"
"hecky" "häkellyttävä"
"rho" "lukumäärä"
"lo-head" "kauhistunut"
"refrigerated" "jäähdytetty"
"hayve" "kerätä"
"hayvoc" "tuho"
"keyshias" "elämäniloinen"
"pa-pa-pa-poke" "yllätys"
"ah-ah-ah-oh-oh" "hämmästynyt"
"comatos-es" "kooma"
"osmosis" "imeytymä"
"toasts-es" "malja"
"coasts-es" "rannikko"
"-oza" "vahvuus"
"ah-ah-ah-ah-ah-alcohol" "alkoholi"
"co-co-coca-cola" "cola"
"co-coming" "lähestyvä"
"co-co-coca" "kaakao"
"credibly" "uskottavasti"
"sinbad" "seikkailija"
"buildins" "rakennukset"
"chameleons" "kameleontit"
"glow-off" "hohtokeittopuhdistusaine"
"blow-off" "tuulinen pois"
"complexions" "ihon sävy"
"traffickings" "salakuljetukset"
"super-soak" "erittäin kastele"
"flairs" "tyylit"
"e-even" "jopa"
"harpo" "harpata"
"prerequisites" "edellytykset"
"weavin" "punonta"
"underachievin" "epäonnistuminen"
"unprofessional" "epäammattimainen"
"milian-like" "Milian-tyylinen"
"sing-le" "laulu"
"closeminded" "ahdasmielinen"
"clotheslined" "vaateripustettu"
"soul-o" "sielu-o"
"tde" "liikennemerkki"
"hun-gray" "hun-gray"
"ho-mays" "hämmentynyt"
"e-yeah-yeah-yeah" "e-juu-juu-juu"
"instalove" "hetkirakkaus"
"oxtails" "hiekkalammas"
"henny-induced" "hennyyn liittyvä"
"debos" "deboa"
"g-moneys" "g-rahat"
"eye-chart" "näkötaulukko"
"magnif" "upea"
"nasll" "tylsä"
"sedans" "sedan"
"blastmaster" "paukeaherra"
"jmj" "JMJ (lyhenne englanninkielisestä nimestä)"
"emceeing" "juontaminen"
"faintness" "heikkous"
"1970s" "1970-luvun"
"legislated" "säädettäväksi"
"crooking" "kieroileminen"
"juxes" "juksit"
"hard-tangled" "paksunahkainen"
"tanners" "nahanmuokkaajat"
"juiciest" "mehukkain"
"sematary" "hautausmaa (litteroitu)"
"gator-toed" "krokotiilinkyntinen"
"sky-blue" "taivaansininen"
"naptown" "nap-town (paikannimi)"
"tiimmy" "Tiimmy (nimeltä)"
"breeded" "jalostettu"
"shuttlesworth" "Shuttlesworth (sukunimi)"
"chainsmokin" "tupakkaa polttava"
"arizon" "Arizona (paikannimi)"
"money-talkin" "rahasta puhuminen"
"intros" "intro (lyhenne englanninkielisestä sanasta)"
"jenavi" "Jenavi (nimeltä)"
"refreshingly" "virkistävästi"
"vroom-vr-vroom" "vroom-vr-vroom (onomaatpoeettinen ilmaus)"
"castaki" "Castaki (paikannimi)"
"wheelie-in" "pyöräillyt sisään"
"cashless" "rahaton"
"unheld" "pidättelemätön"
"pre-bate" "esitukea"
"oui-oui" "kyllä-kyllä"
"over-creamy" "ylikermainen"
"polenta" "polenta (italialainen ruokalaji)"
"laissez" "antaa olla (ranskankielinen ilmaus)"
"rouler" "ajaa (ranskankielinen ilmaus)"
"upbringin" "kasvatus"
"obscurin" "pimentävä"
"teary-eyed" "kyynelissä"
"peasey" "helppo (slangisana)"
"blue-ah-print-ah" "sininen painatus (slangisana)"
"tre-piece" "kolmipalainen (slangisana)"
"been-backs" "takaisin (slangisana)"
"dacts" "faktoja (slangisana)"
"25-thousand" "25 tuhatta"
"entry-level" "aloittelijatason"
"secretarys" "sihteeri (slangisana)"
"scala" "asteikko (italialainen sana)"
"elijahs" "Elia"
"chin-grabber" "leuan nappaaja (slangisana)"
"neck-choker" "kaulan kuristaja (slangisana)"
"in-her-mouth-spitter" "suussa purskuttaja (slangisana)"
"toddy" "lämmin juoma (slangisana)"
"distortin" "vääristävä"
"facemob" "kasvosikermä (slangisana)"
"basic-ball" "peruspallo (slangisana)"
"candy-paint" "karkkimaali (slangisana)"
"l-lord" "mahtimies"
"l-l-l-l-l-l-lord" "hallitsija"
"seri" "vakava"
"annex" "liitännäinen"
"fetishes" "fetissit"
"re-read" "lukea uudelleen"
"realionare" "rahapeukalo"
"infinitys" "äärettömyys"
"humilitys" "nöyrä"
"proactive" "aloitteellinen"
"stutters" "änkyttää"
"beons" "olemaan"
"microchip" "mikrosiru"
"nitroglis" "nitroglyseriini"
"droves" "lauma"
"uh-uh-ugh" "voivoi"
"overstated" "liioilteltu"
"snakeskins" "käärmeennahat"
"profiles" "profiilit"
"no-seat-bikes" "istukattomat pyörät"
"thief-like" "varasmainen"
"greek-like" "kreikkalaismainen"
"licataa" "licataa"
"digressed" "eksyä aiheesta"
"end-all-be-all" "lopullinen ja tärkein"
"kawanna" "kawanna"
"crosss" "ylittää"
"beared" "kestää"
"anti-establishment" "vastarintaliikkeeltä"
"split-ups" "erottelut"
"spice-wearing" "mausteita käyttävä"
"chain-wearing" "ketjuja käyttävä"
"pants-wearing" "housuja käyttävä"
"sock-wearing" "sukkia käyttävä"
"un-spike" "spike poistaminen"
"perry-on" "jatkaminen"
"goransson" "Goransson"
"conceptually" "konseptuaalisesti"
"sonics" "äänimaailmat"
"leatherat" "nahkainen"
"boardsballers" "lautaballerina"
"notero" "notaari"
"raekwons" "Raekwons"
"linx" "linkit"
"baauer" "Baauer"
"synths" "syntetisaattorit"
"nabil" "Nabil"
"tnght" "TNGHT"
"leavesin" "jättö lehdissä"
"polarising" "polarisoiva"
"know-ow" "tieto-omaisuus"
"antihistamine" "antihistamiini"
"sef" "Sef"
"crayola" "Crayola"
"rollerball" "rullakynä"
"75-75" "75-75"
"c-n-b-c" "C-N-B-C"
